decision_time,purchase_amount,manual_override,client_id,refund_amount,proof_provided,refund_request_id,support_user_id,approval_status,decision_time_minutes,purchase_id,product_category,return_reason
04/14/2026 22:31,"$1,496.16",N,buyer_1239,"$1,384.21",N,refund_req_303028,agent_017,Approved,26,purchase_103028,APPLIANCES,not_working
05/03/2026 16:45,$436.60,N,buyer_0864,$203.63,Y,refund_req_301739,agent_020,Approved,88,purchase_101739,FASHION,wrong_size
05/28/2026 19:31,$36.88,N,buyer_0249,$13.12,N,refund_req_301291,agent_028,Rejected,38,purchase_101291,HOME,missing_part
04/02/2026 15:26,"$1,087.65",N,buyer_8003,$705.67,N,refund_req_304704,agent_803,Approved,5,purchase_104704,SPORTS,wrong_size
06/19/2026 19:13,$152.58,N,buyer_8001,$107.62,Y,refund_req_304624,agent_801,Approved,15,purchase_104624,BEAUTY,changed_mind
04/08/2026 19:19,"$1,417.50",Y,buyer_0112,"$1,118.49",N,refund_req_303874,agent_028,Approved,33,purchase_103874,ELECTRONICS,
05/13/2026 20:06,$123.83,N,buyer_0551,$29.68,Y,refund_req_301854,agent_029,Approved,,purchase_101854,FASHION,changed_mind
05/19/2026 19:27,$31.43,N,buyer_8002,$20.61,Y,refund_req_304646,agent_802,Approved,26,purchase_104646,SPORTS,damaged_item
05/14/2026 15:02,"$1,734.23",Y,buyer_1977,$994.54,N,refund_req_301309,agent_005,Rejected,53,purchase_101309,APPLIANCES,missing_part
06/03/2026 02:28,$301.18,N,buyer_1277,$226.98,N,refund_req_300069,agent_011,Rejected,77,purchase_100069,SPORTS,damaged_item
04/02/2026 22:32,"$2,100.88",N,buyer_1982,$613.76,Y,refund_req_302420,agent_019,Approved,84,purchase_102420,ELECTRONICS,item_not_as_described
06/17/2026 14:58,$25.37,N,buyer_1960,$8.21,N,refund_req_300180,agent_010,rejected,83,purchase_100180,BOOKS,damaged_item
06/09/2026 13:47,$160.68,N,buyer_0943,$83.81,Y,refund_req_303787,agent_101,Approved,5,purchase_103787,BEAUTY,allergic_reaction
05/12/2026 19:00,$211.26,N,buyer_1964,$156.29,Y,refund_req_300707,agent_008,Approved,76,purchase_100707,CLOTHING,changed_mind
04/14/2026 16:11,$107.25,N,buyer_0503,$91.57,Y,refund_req_304555,agent_702,Approved,12,purchase_104555,HOME,item_not_as_described
05/10/2026 04:44,$347.60,N,buyer_1137,$271.39,N,refund_req_302012,agent_019,Approved,70,purchase_102012,HOME,item_not_as_described
05/30/2026 16:07,$65.07,N,buyer_1918,$17.70,Y,refund_req_302426,agent_027,Rejected,89,purchase_102426,BOOKS,wrong_item_received
04/09/2026 11:30,"$1,102.23",N,buyer_0846,"$1,102.23",N,refund_req_303258,agent_022,Approved,22,purchase_103258,FASHION,
05/27/2026 02:57,$158.21,N,buyer_9001,$116.82,N,refund_req_304170,agent_001,Approved,57,purchase_104170,BEAUTY,damaged_item
05/17/2026 19:06,$79.97,N,buyer_0827,$62.47,Y,refund_req_303544,agent_103,Approved,3,purchase_103544,BEAUTY,damaged_item
04/26/2026 04:57,$943.83,N,buyer_9003,$660.16,N,refund_req_304092,agent_019,Approved,39,purchase_104092,LUXURY,changed_mind
04/09/2026 11:55,"$1,456.56",N,buyer_0596,"$1,456.56",Y,refund_req_303455,agent_021,Approved,18,purchase_103455,  APPLIANCES  ,missing_part
05/13/2026 08:26,"$2,361.71",Y,buyer_1192,"$2,255.07",Y,refund_req_303976,agent_010,Approved,5,purchase_103976,LUXURY,damaged_item
06/04/2026 04:27,$371.87,N,buyer_0570,$148.57,Y,refund_req_302852,agent_016,Rejected,61,purchase_102852,SPORTS,item_not_as_described
06/11/2026 23:00,$273.53,N,buyer_0510,$250.79,Y,refund_req_303647,agent_101,Approved,3,purchase_103647,SPORTS,
04/24/2026 17:23,"$1,313.68",N,buyer_0104,$964.37,Y,refund_req_300252,agent_015,Approved,54,purchase_100252,ELECTRONICS,item_not_as_described
06/20/2026 04:41,$81.17,N,buyer_1944,$55.10,Y,refund_req_303716,agent_101,Approved,4,purchase_103716,BEAUTY,damaged_item
05/06/2026 17:42,$56.75,N,buyer_0126,$13.81,N,refund_req_300976,agent_004,Rejected,,purchase_100976,BOOKS,damaged_item
05/30/2026 03:40,"$1,177.85",N,buyer_9001,"$1,110.95",N,refund_req_304258,agent_023,Approved,30,purchase_104258,BEAUTY, allergic_reaction 
05/02/2026 19:57,"$2,034.51",N,buyer_0148,$772.00,Y,refund_req_302033,agent_020,Approved,67,purchase_102033,LUXURY,item_not_as_described
06/02/2026 00:55,$12.64,N,buyer_1702,$9.37,Y,refund_req_303703,agent_101,Approved,2,purchase_103703,BOOKS,damaged_item
04/02/2026 03:43,$419.77,N,buyer_1687,$185.69,Y,refund_req_301534,agent_004,Rejected,52,purchase_101534,HOME,missing_part
06/03/2026 02:20,$149.63,N,buyer_9004,$117.64,Y,refund_req_304285,agent_014,Approved,18,purchase_104285,FASHION,wrong_size
05/12/2026 09:53,"$2,295.95",N,buyer_1941,"$1,887.99",Y,refund_req_300602,agent_011,Approved,55,purchase_100602,LUXURY,item_not_as_described
04/16/2026 21:15,"$1,218.56",N,buyer_0749,$622.07,Y,refund_req_302500,agent_001,Approved,84,purchase_102500,APPLIANCES,
05/01/2026 22:36,"$2,124.33",Y,buyer_0016,"$1,730.86",N,refund_req_303985,agent_006,Approved,15,purchase_103985,LUXURY,item_not_as_described
04/27/2026 19:22,"$1,663.28",Y,buyer_9901,"$1,603.53",N,refund_req_304874,agent_901,Approved,8,purchase_104874,APPLIANCES,not_working
04/17/2026 07:51,"$1,129.28",N,buyer_9006,$958.48,Y,refund_req_304247,agent_021,Approved,21,purchase_104247,APPLIANCES,damaged_item
04/13/2026 21:08,"$2,308.89",N,buyer_1243,"$1,653.34",,refund_req_300735,agent_008,Approved,78,purchase_100735,LUXURY,changed_mind
04/28/2026 23:14,"$1,137.82",N,buyer_1647,"$1,137.82",Y,refund_req_303497,agent_102,Approved,47,purchase_103497,FASHION,changed_mind
04/14/2026 10:33,"$1,360.40",N,buyer_1715,$431.48,Y,refund_req_301831,agent_024,Approved,41,purchase_101831,APPLIANCES,missing_part
06/10/2026 21:42,"$1,114.03",N,buyer_0217,$711.22,Y,refund_req_300411,agent_024,Approved,46,purchase_100411,APPLIANCES,not_working
04/14/2026 11:49,"$2,999.63",N,buyer_0490,"$2,661.47",N,refund_req_303063,agent_013,Approved,13,purchase_103063,LUXURY,item_not_as_described
04/29/2026 15:28,$40.20,N,buyer_9006,$27.62,N,refund_req_304199,agent_004,Approved,50,purchase_104199,SPORTS,item_not_as_described
05/29/2026 06:14,$410.27,N,buyer_0934,$151.90,Y,refund_req_301880,agent_008,Approved,58,purchase_101880,SPORTS,item_not_as_described
05/29/2026 11:03,$788.91,N,buyer_1279,$558.03,Y,refund_req_301369,agent_025,Approved,71,purchase_101369,APPLIANCES,missing_part
04/05/2026 01:14,"$1,236.45",N,buyer_1657,$726.01,Y,refund_req_302453,agent_017,APPROVED,80,purchase_102453,APPLIANCES,not_working
04/27/2026 21:54,"$1,289.87",N,buyer_1707,$437.77,N,refund_req_301482,agent_020,Rejected,60,purchase_101482,ELECTRONICS,damaged_item
04/04/2026 12:48,$227.24,N,buyer_1106,$181.93,,refund_req_301449,agent_011,  Approved  ,,purchase_101449,FASHION,wrong_size
05/03/2026 18:52,"$2,026.61",Y,buyer_9906,"$1,770.28",,refund_req_304769,agent_902,Approved,5,purchase_104769,ELECTRONICS,  damaged_item  
05/24/2026 12:37,$93.06,N,buyer_1364,$68.75,Y,refund_req_302206,agent_016,Approved,44,purchase_102206,CLOTHING,item_not_as_described
05/28/2026 06:01,"$1,221.78",N,buyer_0472,$318.69,N,refund_req_302134,agent_007,Approved,57,purchase_102134,ELECTRONICS,damaged_item
05/25/2026 13:08,$73.93,N,buyer_0122,$56.82,Y,refund_req_302743,agent_007,Approved,48,purchase_102743,BEAUTY,changed_mind
04/18/2026 16:47,"$2,110.87",N,buyer_0586,"$1,744.77",N,refund_req_303190,agent_003, Approved ,25,purchase_103190,ELECTRONICS,not_working
04/09/2026 18:03,"$1,089.94",N,buyer_1899,$324.42,N,refund_req_300884,agent_016,Rejected,76,purchase_100884,ELECTRONICS,damaged_item
06/08/2026 20:40,$42.61,N,buyer_1864,$18.66,Y,refund_req_301571,agent_019,Approved,56,purchase_101571,FASHION, wrong_size 
05/08/2026 14:01,$195.95,N,buyer_8002,$189.27,Y,refund_req_304748,agent_802,Approved,11,purchase_104748,FASHION,changed_mind
05/24/2026 18:35,"$1,690.41",Y,buyer_9901,"$1,614.65",N,refund_req_304842,agent_901,Approved,6,purchase_104842,ELECTRONICS,item_not_as_described
04/22/2026 03:05,$382.63,N,buyer_0077,$91.06,N,refund_req_301648,agent_007,Approved,55,purchase_101648,SPORTS,damaged_item
04/16/2026 22:24,"$1,090.72",Y,buyer_0195,$312.22,Y,refund_req_300226,agent_023,Approved,81,purchase_100226,CLOTHING,wrong_size
06/14/2026 08:16,$550.66,N,buyer_0234,$254.79,Y,refund_req_301833,agent_012,Approved,64,purchase_101833,FASHION,wrong_size
06/13/2026 05:56,$405.36,N,buyer_0314,$127.75,N,refund_req_300104,agent_020,Rejected,97,purchase_100104,HOME,item_not_as_described
06/10/2026 04:40,"$1,924.47",N,buyer_0623,"$1,580.38",N,refund_req_303117,agent_011,Approved,,purchase_103117,LUXURY,damaged_item
04/22/2026 21:29,$562.90,N,buyer_1113,$427.50,Y,refund_req_301567,agent_026,Approved,56,purchase_101567,FASHION,item_not_as_described
05/09/2026 15:32,$18.26,N,buyer_0020,$6.99,N,refund_req_300658,agent_015,Rejected,107,purchase_100658,BEAUTY,allergic_reaction
05/01/2026 06:16,$187.16,N,buyer_1497,$132.34,Y,refund_req_300417,agent_002,Rejected,56,purchase_100417,SPORTS,damaged_item
05/25/2026 13:55,$149.19,N,buyer_1307,$102.99,N,refund_req_302621,agent_009,Rejected,65,purchase_102621,BEAUTY,damaged_item
05/18/2026 09:08,$79.66,N,buyer_0978,$64.47,,refund_req_303528,agent_103,Approved,5,purchase_103528,BEAUTY,
04/12/2026 06:07,$25.20,N,buyer_8003,$19.56,N,refund_req_304674,agent_803,Approved,18,purchase_104674,BEAUTY,allergic_reaction
